Gene name,Gene stable ID
NDUFB11P1,ENSG00000283114
PGAM1P9,ENSG00000283062
TTC38,ENSG00000075234
TRAJ53,ENSG00000211837
KRT8P2,ENSG00000258828
TRAJ45,ENSG00000211844
,ENSG00000259157
ATP5MC2P2,ENSG00000258401
TRAJ52,ENSG00000211838
TRAJ55,ENSG00000250688
,ENSG00000258619
,ENSG00000258381
,ENSG00000258901
,ENSG00000288100
,ENSG00000257472
GLRX5P3,ENSG00000271424
,ENSG00000258850
,ENSG00000227282
TRDV3,ENSG00000256590
COX7BP2,ENSG00000234274
,ENSG00000259042
,ENSG00000226332
,ENSG00000258387
LLPHP1,ENSG00000270793
LINC02307,ENSG00000258969
MRPS11P1,ENSG00000225803
,ENSG00000252096
U3,ENSG00000212165
KRT8P1,ENSG00000258948
RN7SKP69,ENSG00000202260
Y_RNA,ENSG00000200494
RN7SL547P,ENSG00000240584
,ENSG00000258868
RN7SL607P,ENSG00000278525
TRAJ51,ENSG00000248366
RN7SKP111,ENSG00000222281
RNU6-1257P,ENSG00000207355
HMGN2P6,ENSG00000257179
RN7SL690P,ENSG00000264879
5_8S_rRNA,ENSG00000283291
,ENSG00000223593
5_8S_rRNA,ENSG00000283568
RNU1-23P,ENSG00000200231
Y_RNA,ENSG00000283592
,ENSG00000258782
RNA5SP528,ENSG00000275305
,ENSG00000279182
MIR4755,ENSG00000264616
Y_RNA,ENSG00000200325
Y_RNA,ENSG00000199676
RNU4-40P,ENSG00000201221
RPS3AP46,ENSG00000226132
RNU6-937P,ENSG00000207053
RNU6-639P,ENSG00000206801
,ENSG00000285608
RNA5SP532,ENSG00000283433
RN7SL116P,ENSG00000240474
PSMA3P1,ENSG00000258563
RN7SL680P,ENSG00000275337
RNU7-144P,ENSG00000238452
RNU6-347P,ENSG00000252467
PPIAP5,ENSG00000258996
RNU7-6P,ENSG00000252654
RNU6-497P,ENSG00000202186
RNA5SP487,ENSG00000222118
,ENSG00000271468
,ENSG00000280792
MIR3194,ENSG00000266761
TRAJ57,ENSG00000211834
RNU6-929P,ENSG00000207158
,ENSG00000281384
TRIOBP,ENSG00000100106
RNU4ATAC7P,ENSG00000252089
RNU7-141P,ENSG00000238777
MAD2L1P1,ENSG00000258445
MIR1-1,ENSG00000199017
MIR133A2,ENSG00000284508
,ENSG00000263453
RN7SKP33,ENSG00000222874
GNRHR2P1,ENSG00000259169
MIR4758,ENSG00000284074
RPL31P4,ENSG00000213598
RNU6-563P,ENSG00000201742
,ENSG00000258943
,ENSG00000231922
RBPJL,ENSG00000124232
TIMM9P2,ENSG00000232608
BRWD1-IT1,ENSG00000237373
PCNX4,ENSG00000126773
METTL21AP1,ENSG00000229623
HMGN1,ENSG00000205581
,ENSG00000291503
,ENSG00000291504
CCDC40,ENSG00000291505
SDC4,ENSG00000124145
,ENSG00000241354
,ENSG00000259111
,ENSG00000275894
SYS1,ENSG00000204070
SIX1,ENSG00000126778
MIR1268B,ENSG00000291506
GAA,ENSG00000291507
,ENSG00000258638
,ENSG00000287481
,ENSG00000258505
EIF4A3,ENSG00000291508
PPP2R5E,ENSG00000154001
,ENSG00000291509
,ENSG00000291510
,ENSG00000291511
SYS1-DBNDD2,ENSG00000254806
,ENSG00000291512
TP53TG5,ENSG00000124251
NDUFB4P10,ENSG00000232880
,ENSG00000254620
LINC01711,ENSG00000268941
STX16-NPEPL1,ENSG00000254995
NPEPL1,ENSG00000215440
,ENSG00000284345
CDYLP1,ENSG00000284109
MTFR2P2,ENSG00000235647
PLCL2,ENSG00000284017
PIM3,ENSG00000198355
GTSE1-DT,ENSG00000277232
DENND6B,ENSG00000205593
MIR3714,ENSG00000283960
PLCL2-AS1,ENSG00000284477
,ENSG00000254419
,ENSG00000270279
,ENSG00000268649
MIR296,ENSG00000284040
MIR298,ENSG00000216031
,ENSG00000276859
,ENSG00000276722
,ENSG00000274491
,ENSG00000275069
,ENSG00000285091
,ENSG00000284985
NELFCD,ENSG00000101158
Y_RNA,ENSG00000252915
RNF6P1,ENSG00000227406
PIMREGP3,ENSG00000288332
Y_RNA,ENSG00000288443
GET1,ENSG00000182093
RPL22P14,ENSG00000288421
,ENSG00000288402
GJA10,ENSG00000288435
Y_RNA,ENSG00000288500
CASP8AP2,ENSG00000288475
,ENSG00000280312
,ENSG00000279712
,ENSG00000279833
CERK,ENSG00000100422
,ENSG00000244756
STYX,ENSG00000198252
,ENSG00000286730
NBEA,ENSG00000172915
ATP5F1CP1,ENSG00000224004
L3HYPDH,ENSG00000126790
EIF1AXP2,ENSG00000258980
,ENSG00000287604
,ENSG00000258535
C14orf39,ENSG00000179008
GET1-SH3BGR,ENSG00000285815
MIR6508,ENSG00000275523
MYL6P2,ENSG00000235808
PPP6R2,ENSG00000100239
RPS26P4,ENSG00000228349
JCADP1,ENSG00000235012
,ENSG00000225330
PCP4,ENSG00000183036
DSCAM,ENSG00000171587
RPL17P2,ENSG00000242135
SIX6,ENSG00000184302
,ENSG00000258796
SYTL5,ENSG00000147041
,ENSG00000259047
RNU6-280P,ENSG00000252303
Y_RNA,ENSG00000281771
SIX4,ENSG00000100625
TUBB1,ENSG00000101162
ATP5F1E,ENSG00000124172
SALL4P7,ENSG00000258692
PPM1A,ENSG00000100614
SETDB2,ENSG00000136169
PRELID3B,ENSG00000101166
SNRPGP14,ENSG00000236577
PHF11,ENSG00000136147
Metazoa_SRP,ENSG00000281029
Y_RNA,ENSG00000283318
CENATAC-DT,ENSG00000281705
LINC01283,ENSG00000234191
MIR4760,ENSG00000263973
,ENSG00000273704
,ENSG00000207147
DSCAM-IT1,ENSG00000233756
CENATAC,ENSG00000280975
,ENSG00000235071
METTL1P1,ENSG00000176812
SC4MOP,ENSG00000224339
PLLPP1,ENSG00000237782
RPS15AP40,ENSG00000233921
,ENSG00000288069
HMGB1P16,ENSG00000229384
,ENSG00000271136
YRDCP3,ENSG00000230859
GAPDHP65,ENSG00000235587
,ENSG00000286425
,ENSG00000233571
MIR3197,ENSG00000263681
CCDC175,ENSG00000151838
PGAM1P7,ENSG00000213997
BACE2,ENSG00000182240
MRPS16P2,ENSG00000232925
GDF5-AS1,ENSG00000204183
GDF5,ENSG00000125965
MIR1289-1,ENSG00000221763
C20orf173,ENSG00000125975
SCOCP1,ENSG00000258896
DHRS7,ENSG00000100612
RPL36P4,ENSG00000224497
RPL37P1,ENSG00000227401
,ENSG00000272897
RN7SKP271,ENSG00000222460
RNU6-759P,ENSG00000252549
RBM12,ENSG00000244462
,ENSG00000284833
WDR82P1,ENSG00000285086
RPL23AP64,ENSG00000281913
,ENSG00000280582
,ENSG00000281697
RPS25,ENSG00000280831
PCSEAT,ENSG00000286027
LINC00111,ENSG00000227702
ADGRG2,ENSG00000173698
FITM2,ENSG00000197296
RIPK4,ENSG00000183421
RPL37AP1,ENSG00000226243
TTPAL,ENSG00000124120
RCBTB1,ENSG00000136144
PCNX1,ENSG00000100731
SNORD27,ENSG00000252128
SKA3,ENSG00000165480
,ENSG00000236883
TRAPPC4,ENSG00000280495
MIR6814,ENSG00000275166
RNA5SP492,ENSG00000223262
SERINC3,ENSG00000132824
TFF2,ENSG00000160181
TFF1,ENSG00000160182
TMPRSS3,ENSG00000160183
MRPL57,ENSG00000173141
,ENSG00000271250
GRK6P1,ENSG00000215571
RNA5SP25,ENSG00000222747
ZDHHC20-IT1,ENSG00000236953
H2BP6,ENSG00000226908
MICU2,ENSG00000165487
PKIG,ENSG00000168734
FNTAP2,ENSG00000230022
RNU6-59P,ENSG00000207518
RPS7P10,ENSG00000226525
FGF9,ENSG00000102678
RN7SL766P,ENSG00000244197
ALG5,ENSG00000120697
,ENSG00000284577
HYOU1-AS1,ENSG00000281860
HYOU1,ENSG00000280682
RTL6,ENSG00000188636
RN7SL156P,ENSG00000242509
TLDC2,ENSG00000101342
PVALB,ENSG00000100362
RPS3AP3,ENSG00000231241
RPS27AP3,ENSG00000226144
RN7SL443P,ENSG00000241229
,ENSG00000287570
OSER1,ENSG00000132823
,ENSG00000288454
EP400P1,ENSG00000288400
JPH2,ENSG00000149596
GPHB5,ENSG00000179600
EXOSC8,ENSG00000120699
,ENSG00000288447
DDX51,ENSG00000288503
ATP5F1AP4,ENSG00000258877
,ENSG00000258734
UBASH3A,ENSG00000160185
SALRNA1,ENSG00000258952
RNU6-743P,ENSG00000201021
MNAT1,ENSG00000020426
EIF4EBP2P1,ENSG00000233711
Y_RNA,ENSG00000206998
SRSF6,ENSG00000124193
SYNGR1,ENSG00000100321
RNU6-1251P,ENSG00000201372
,ENSG00000234271
,ENSG00000277611
,ENSG00000226143
,ENSG00000282876
IFT52,ENSG00000101052
NOC4L,ENSG00000288146
,ENSG00000231743
RPL27AP,ENSG00000215467
,ENSG00000226694
MYBL2,ENSG00000101057
,ENSG00000287653
,ENSG00000237500
,ENSG00000233052
,ENSG00000227912
,ENSG00000279642
CCDC177,ENSG00000267909
,ENSG00000271251
PDGFB,ENSG00000100311
ADARB2,ENSG00000185736
,ENSG00000258760
DCAF4,ENSG00000119599
GTSF1L,ENSG00000124196
KLF6,ENSG00000067082
CST9,ENSG00000173335
SIRPB1,ENSG00000101307
,ENSG00000288256
LINC02361,ENSG00000288291
,ENSG00000288151
,ENSG00000288298
GALNT9-AS1,ENSG00000288209
MPPED1,ENSG00000186732
,ENSG00000288510
,ENSG00000288327
ATP5F1C,ENSG00000165629
,ENSG00000288384
,ENSG00000288458
LINC00400,ENSG00000229928
,ENSG00000288376
,ENSG00000276569
,ENSG00000288450
,ENSG00000288514
ENOX1,ENSG00000120658
,ENSG00000288333
,ENSG00000288120
GALNT9,ENSG00000288490
OTOR,ENSG00000125879
RPL35AP36,ENSG00000224856
,ENSG00000278890
,ENSG00000285623
,ENSG00000280216
PKDREJ,ENSG00000130943
SRXN1,ENSG00000271303
LINC02556,ENSG00000236611
DTD1,ENSG00000125821
RPL36P19,ENSG00000232540
ENOX1-AS1,ENSG00000233821
,ENSG00000287842
ANKRD54,ENSG00000100124
,ENSG00000287029
,ENSG00000270522
CCDC122,ENSG00000151773
RNU6-1149P,ENSG00000252619
RSPH1,ENSG00000160188
,ENSG00000274001
LACC1,ENSG00000179630
OSBPL2,ENSG00000130703
,ENSG00000280060
DGKZP1,ENSG00000179611
SLC37A1,ENSG00000160190
MIR8075,ENSG00000277942
LDHBP1,ENSG00000232662
LAMP1,ENSG00000185896
JKAMP,ENSG00000050130
CHCHD3P1,ENSG00000236420
HSP90AB7P,ENSG00000235838
,ENSG00000224251
,ENSG00000230121
,ENSG00000230096
GRTP1,ENSG00000139835
ITIH2,ENSG00000151655
,ENSG00000276434
DCUN1D2,ENSG00000150401
RSPH1-DT,ENSG00000239930
,ENSG00000231867
,ENSG00000235772
,ENSG00000235023
PDE9A,ENSG00000160191
FUNDC2P4,ENSG00000227009
RNU1-16P,ENSG00000202347
TSPO,ENSG00000100300
TMCO3,ENSG00000150403
RHOJ,ENSG00000126785
MTND1P37,ENSG00000283456
,ENSG00000291548
,ENSG00000276916
SOCS4,ENSG00000180008
,ENSG00000276248
,ENSG00000291550
TFDP1,ENSG00000198176
,ENSG00000291551
,ENSG00000287175
,ENSG00000291552
CCDC3,ENSG00000151468
,ENSG00000291553
KCNH5,ENSG00000140015
RPL23AP87,ENSG00000291549
RPL23AP87,ENSG00000293356
,ENSG00000281163
VPS11-DT,ENSG00000280967
VPS11,ENSG00000280616
SKP1P4,ENSG00000236079
HMGN1P20,ENSG00000239539
,ENSG00000237387
,ENSG00000285994
,ENSG00000286858
,ENSG00000279914
KIN,ENSG00000151657
IGLV3-13,ENSG00000253590
YES1P1,ENSG00000224003
TCF4-AS1,ENSG00000267028
MIR4529,ENSG00000264571
RPL21P126,ENSG00000242320
ADPRHL1,ENSG00000153531
,ENSG00000267172
,ENSG00000224794
U3,ENSG00000275900
,ENSG00000266184
SHISAL1,ENSG00000138944
AQP4,ENSG00000171885
,ENSG00000258490
SUSD6,ENSG00000100647
,ENSG00000270234
ACBD7,ENSG00000176244
SCUBE1-AS1,ENSG00000203527
MTND2P16,ENSG00000230818
RPP38,ENSG00000152464
PARP1P2,ENSG00000258995
ZC3H13,ENSG00000123200
,ENSG00000258764
AKR1B1P5,ENSG00000258685
ZNRF3,ENSG00000183579
,ENSG00000277651
,ENSG00000258930
PTTG1P1,ENSG00000258571
RAP1AP,ENSG00000258769
RMB8AP1,ENSG00000258427
TUBBP3,ENSG00000258406
,ENSG00000279423
NCOA4P1,ENSG00000258629
N4BP2L2-IT2,ENSG00000281026
,ENSG00000259124
ITIH5,ENSG00000123243
RPL23AP71,ENSG00000237450
,ENSG00000244237
NEK5,ENSG00000197168
,ENSG00000259055
EGLN3,ENSG00000129521
,ENSG00000267504
,ENSG00000277837
ONECUT2,ENSG00000119547
R3HDML,ENSG00000101074
,ENSG00000274915
,ENSG00000278703
,ENSG00000260416
MIR124-3,ENSG00000207598
YTHDF1,ENSG00000149658
SLC37A4,ENSG00000281500
NARS1,ENSG00000134440
,ENSG00000285194
TCERG1P2,ENSG00000285145
,ENSG00000285099
XYLT1,ENSG00000285395
,ENSG00000273821
,ENSG00000284910
BIRC7,ENSG00000101197
,ENSG00000284843
,ENSG00000285003
,ENSG00000285009
,ENSG00000286814
,ENSG00000285170
XPO4,ENSG00000132953
,ENSG00000285903
,ENSG00000269945
,ENSG00000270000
,ENSG00000220702
,ENSG00000273797
,ENSG00000289617
SPTSSA,ENSG00000165389
,ENSG00000285855
,ENSG00000258639
MYCBP2,ENSG00000005810
,ENSG00000259008
,ENSG00000259079
TBC1D22A-AS1,ENSG00000280080
,ENSG00000260046
,ENSG00000258836
GTF3AP2,ENSG00000258966
,ENSG00000285707
HNRNPUP1,ENSG00000259051
RPL9P6,ENSG00000241891
,ENSG00000236960
,ENSG00000227537
MIR3196,ENSG00000266463
,ENSG00000278960
PLEKHD1,ENSG00000175985
NKAIN4,ENSG00000101198
U6,ENSG00000276138
MRC1,ENSG00000260314
5_8S_rRNA,ENSG00000276871
U6,ENSG00000278188
U2,ENSG00000277248
RNA5SP494,ENSG00000222585
RNU6-1066P,ENSG00000200443
RN7SKP169,ENSG00000223056
SNORD42,ENSG00000201209
Y_RNA,ENSG00000199797
MIR5739,ENSG00000276162
SNORD83A,ENSG00000209482
MIR6821,ENSG00000276753
SNORD83B,ENSG00000209480
SNORD43,ENSG00000263764
MIR4535,ENSG00000266887
MIR3201,ENSG00000266508
RN7SKP214,ENSG00000201078
,ENSG00000230120
,ENSG00000275656
IGLCOR22-1,ENSG00000254127
YBX1P1,ENSG00000224861
SLC5A4-AS1,ENSG00000242082
CPSF1P1,ENSG00000214076
,ENSG00000273325
,ENSG00000234626
LTBP2,ENSG00000119681
RFPL3,ENSG00000128276
ATP8B1,ENSG00000081923
FLJ16779,ENSG00000275620
IGLCOR22-2,ENSG00000271093
,ENSG00000274617
,ENSG00000274170
,ENSG00000230736
IGLVIVOR22-2,ENSG00000243519
,ENSG00000241954
ARFGAP1,ENSG00000101199
RAI2,ENSG00000131831
RGL4P1,ENSG00000232218
RTCB,ENSG00000100220
,ENSG00000260509
MRPL3P1,ENSG00000215349
PARP4P2,ENSG00000224976
CCNQP3,ENSG00000231184
,ENSG00000229791
SLC25A15P2,ENSG00000237164
CYCSP32,ENSG00000223625
MRPS31P2,ENSG00000232894
ESRRAP1,ENSG00000215572
,ENSG00000286306
CKS1BP2,ENSG00000225976
GOLM2P1,ENSG00000238132
RBM39P1,ENSG00000214019
RTP1,ENSG00000291554
,ENSG00000228181
RTP4,ENSG00000291555
MPHOSPH8,ENSG00000196199
,ENSG00000285520
LINC00411,ENSG00000281865
,ENSG00000291556
LINC02041,ENSG00000291557
,ENSG00000291558
CTPS2,ENSG00000047230
CUBN,ENSG00000107611
MASP1,ENSG00000291559
RNU6-742P,ENSG00000202159
RSL24D1P11,ENSG00000231544
LINC01897,ENSG00000267209
HMGN1P30,ENSG00000235028
,ENSG00000267675
MIR122,ENSG00000284440
MIR3591,ENSG00000207778
,ENSG00000276403
ALPK2,ENSG00000198796
PSPC1-AS2,ENSG00000226352
PSPC1,ENSG00000121390
RN7SL166P,ENSG00000275014
ST6GALNAC4P1,ENSG00000233469
WDFY2,ENSG00000139668
,ENSG00000274354
,ENSG00000267257
SNORA108,ENSG00000252284
RPL9P31,ENSG00000239659
MRPL37P1,ENSG00000266946
,ENSG00000267705
,ENSG00000267501
RNU6-219P,ENSG00000201598
U8,ENSG00000199713
RNU2-69P,ENSG00000251870
YWHAH,ENSG00000128245
PTPRM,ENSG00000173482
,ENSG00000227519
RN7SL305P,ENSG00000240647
DHRS12,ENSG00000102796
RPS3AP55,ENSG00000230203
ASPHD2,ENSG00000128203
SRRD,ENSG00000100104
,ENSG00000285633
ISCA2,ENSG00000165898
FABP5P2,ENSG00000236044
,ENSG00000285764
,ENSG00000197991
LINC02339,ENSG00000279797
RAC1P8,ENSG00000234033
,ENSG00000270856
LINC01074,ENSG00000227611
,ENSG00000234961
TNIP2P1,ENSG00000237661
LINC00459,ENSG00000229307
,ENSG00000273153
RPL32P28,ENSG00000232105
GAPDHP1,ENSG00000228232
,ENSG00000234813
,ENSG00000276586
S100G,ENSG00000169906
SQSTM1P1,ENSG00000271465
,ENSG00000273550
,ENSG00000287996
TFIP11,ENSG00000100109
MKI67P1,ENSG00000270499
RNU6-81P,ENSG00000202478
,ENSG00000287128
,ENSG00000229347
PCP4,ENSG00000291560
LINC00355,ENSG00000227674
TRDMT1,ENSG00000107614
H2AP,ENSG00000187516
NFYAP1,ENSG00000237849
DSCAM,ENSG00000291561
LGMNP1,ENSG00000214269
RP2,ENSG00000102218
STARP1,ENSG00000214266
HNRNPA3P5,ENSG00000236565
MIR548X2,ENSG00000263581
,ENSG00000291569
MIR4704,ENSG00000263561
TRIM60P19,ENSG00000235737
MCPH1-DT,ENSG00000291570
,ENSG00000237378
SPATA7,ENSG00000042317
LINC00561,ENSG00000261206
MIR4760,ENSG00000291562
DSCAM-AS1,ENSG00000291563
TPTE2,ENSG00000132958
,ENSG00000291564
DSCAM-IT1,ENSG00000291565
MBTPS2,ENSG00000012174
,ENSG00000291566
YRDCP3,ENSG00000291567
EIF4A1P7,ENSG00000235472
Y_RNA,ENSG00000273964
SLC46A3,ENSG00000139508
MOB1AP2,ENSG00000233810
SIAH1P1,ENSG00000230227
MAGEB17,ENSG00000182798
RPP40P1,ENSG00000229310
,ENSG00000232834
,ENSG00000235685
C13orf46,ENSG00000283302
,ENSG00000233663
FAM47B,ENSG00000189132
RNU6-53P,ENSG00000202237
CYP51A1P2,ENSG00000233588
,ENSG00000277227
SCML2,ENSG00000102098
POM121L13P,ENSG00000236339
ISLR,ENSG00000288508
RASA3,ENSG00000280477
POMP,ENSG00000132963
STRA6,ENSG00000288257
MIR548J,ENSG00000221760
CRYBB1,ENSG00000100122
TNFSF11,ENSG00000120659
CTNNBL1P1,ENSG00000231235
YBX1P8,ENSG00000226048
PYY3,ENSG00000181977
CRYBA4,ENSG00000196431
,ENSG00000271088
NANOGP10,ENSG00000231750
MINDY3,ENSG00000148481
NFYCP1,ENSG00000233880
EFHC2,ENSG00000183690
L3MBTL4,ENSG00000154655
RASA3-IT1,ENSG00000280531
TPP2,ENSG00000134900
Y_RNA,ENSG00000252412
C1QTNF6,ENSG00000133466
MED14,ENSG00000180182
MIR4326,ENSG00000266104
RNU6-994P,ENSG00000222439
CHRNA4,ENSG00000101204
SSTR3,ENSG00000278195
,ENSG00000291571
,ENSG00000291572
ZNF33BP1,ENSG00000225192
IGKV2OR2-1,ENSG00000291573
RPL39P41,ENSG00000226233
TMEM131,ENSG00000291574
ARMC3,ENSG00000165309
TMPRSS6,ENSG00000187045
ALG11,ENSG00000253710
IGKV2OR2-2,ENSG00000291575
IGKV1OR2-3,ENSG00000291576
TRIM43CP,ENSG00000291577
,ENSG00000291578
ST8SIA5,ENSG00000101638
GPAT2P2,ENSG00000291579
RN7SL313P,ENSG00000291580
FAHD2B,ENSG00000291581
ANKRD36,ENSG00000291582
,ENSG00000285323
CYCSP1,ENSG00000271423
,ENSG00000258935
NUP58,ENSG00000139496
AP5M1,ENSG00000053770
,ENSG00000203900
HIGD1AP15,ENSG00000237005
RPL23AP6,ENSG00000214835
SDAD1P2,ENSG00000230750
ARHGAP28,ENSG00000088756
,ENSG00000291583
MKKS,ENSG00000125863
,ENSG00000291584
IGKV1OR2-9,ENSG00000291585
IGKV2OR2-10,ENSG00000291586
IGKV2OR2-7D,ENSG00000291587
IGKV3OR2-5,ENSG00000291588
IGKV1OR2-6,ENSG00000291589
IGKV2OR2-7,ENSG00000291590
IGKV2OR2-8,ENSG00000291591
IGKV1OR2-11,ENSG00000291592
,ENSG00000291593
,ENSG00000291594
UBTFL6,ENSG00000291595
COX5B,ENSG00000291596
ACTR1B,ENSG00000291597
CHST7,ENSG00000147119
PTK6,ENSG00000101213
RPL21P8,ENSG00000180662
SLC35F4,ENSG00000151812
CHTF8P1,ENSG00000233543
CCNYL5,ENSG00000230039
C2orf92,ENSG00000291598
FNDC11,ENSG00000125531
CLCN5,ENSG00000171365
RNU1-94P,ENSG00000199497
PDRG1,ENSG00000088356
N4BP2L2,ENSG00000244754
,ENSG00000258580
,ENSG00000291648
,ENSG00000258622
PCDHA1,ENSG00000291649
BMP4,ENSG00000125378
PCDHA2,ENSG00000291650
PCDHA3,ENSG00000291651
XKR7,ENSG00000260903
PCDHA4,ENSG00000291652
PCDHA5,ENSG00000291653
,ENSG00000278012
,ENSG00000226239
PCDHA6,ENSG00000291654
PCDHA7,ENSG00000291655
RNA5SP481,ENSG00000252623
CCM2L,ENSG00000101331
PCDHA8,ENSG00000291656
PCDHA9,ENSG00000291657
,ENSG00000291658
PCDHA10,ENSG00000291659
RPP38-DT,ENSG00000176236
FTH1P13,ENSG00000258960
PCDHA14,ENSG00000291660
,ENSG00000291661
,ENSG00000285612
,ENSG00000279623
PCDHA11,ENSG00000291662
ACTR3BP5,ENSG00000227264
RPL21P11,ENSG00000242571
,ENSG00000233451
,ENSG00000259005
PABPC1P12,ENSG00000225638
OR7E159P,ENSG00000258849
RPS24P13,ENSG00000233190
RNU4-8P,ENSG00000291599
,ENSG00000258746
RNA5SP482,ENSG00000212571
PCDHA12,ENSG00000291663
ZNF37CP,ENSG00000151963
ANKRD36B,ENSG00000291600
,ENSG00000275576
,ENSG00000258845
,ENSG00000238246
RSL24D1P6,ENSG00000224452
EIF3LP1,ENSG00000258501
PLAGL2,ENSG00000126003
,ENSG00000291664
,ENSG00000257900
,ENSG00000291665
PIP4K2A,ENSG00000150867
COILP1,ENSG00000259100
PCDHA13,ENSG00000291666
,ENSG00000258549
TRAJ50,ENSG00000211839
,ENSG00000291667
MIR1825,ENSG00000284125
,ENSG00000258928
PCDHAC2,ENSG00000291668
,ENSG00000285382
,ENSG00000279521
FKBP1BP1,ENSG00000258536
,ENSG00000286464
PCDHB1,ENSG00000291669
PCDHAC1,ENSG00000291670
BAK1P1,ENSG00000175730
,ENSG00000291698
PCDHB1-AS1,ENSG00000291699
HMGN1P36,ENSG00000291601
MAPRE1,ENSG00000101367
RNU7-96P,ENSG00000291602
RELCH,ENSG00000134444
ZAP70,ENSG00000291603
,ENSG00000291671
SRSF5,ENSG00000100650
,ENSG00000291700
PCDHB2,ENSG00000291672
,ENSG00000260257
,ENSG00000291673
PROCR,ENSG00000101000
,ENSG00000291675
RPS10P29,ENSG00000215464
PCDHB4,ENSG00000291676
PCDHB5,ENSG00000291677
,ENSG00000275681
,ENSG00000291678
,ENSG00000276474
CHMP5P1,ENSG00000215284
MAGEB10,ENSG00000177689
PCDHB6,ENSG00000291679
RNA5SP483,ENSG00000200301
PCDHB17P,ENSG00000291701
,ENSG00000291702
,ENSG00000228345
,ENSG00000291680
MMP24OS,ENSG00000126005
,ENSG00000276689
PCDHB7,ENSG00000291681
PCDHB8,ENSG00000291682
HBP1,ENSG00000283847
,ENSG00000271519
,ENSG00000291683
,ENSG00000231772
PCDHB16,ENSG00000291684
SPECC1L,ENSG00000100014
,ENSG00000291685
,ENSG00000291686
ITIH6,ENSG00000102313
PCDHB9,ENSG00000291687
,ENSG00000291688
,ENSG00000272387
PCDHB10,ENSG00000291689
PCDHB11,ENSG00000291690
PCDHB12,ENSG00000291691
C10orf67,ENSG00000179133
PCDHB13,ENSG00000291692
PCDHB14,ENSG00000291693
,ENSG00000291694
PCDHB18P,ENSG00000291704
MT1P3,ENSG00000229230
PCDHB18P,ENSG00000291703
MMP24,ENSG00000125966
PCDHB19P,ENSG00000291705
,ENSG00000291706
PCDHB15,ENSG00000291695
C1QTNF9,ENSG00000240654
,ENSG00000291696
PCDHB3,ENSG00000291674
PTCHD1,ENSG00000165186
RPS4XP11,ENSG00000234335
MALRD1,ENSG00000204740
LRRC63,ENSG00000173988
SYAP1,ENSG00000169895
,ENSG00000279253
,ENSG00000261582
FAM83C,ENSG00000125998
,ENSG00000236159
,ENSG00000285566
,ENSG00000286240
PCDH20,ENSG00000280165
SAP18,ENSG00000150459
,ENSG00000285859
MTMR8,ENSG00000102043
ST8SIA6,ENSG00000148488
DSN1,ENSG00000149636
,ENSG00000237311
MKX,ENSG00000150051
ZFRP1,ENSG00000234570
,ENSG00000277516
CAP2P1,ENSG00000259151
,ENSG00000258558
,ENSG00000212293
IRX1P1,ENSG00000231417
CCDC33,ENSG00000288407
ANKRD20A10P,ENSG00000226695
ATP12A,ENSG00000075673
FUT8,ENSG00000033170
CDKL5,ENSG00000008086
ZNF532,ENSG00000074657
,ENSG00000284406
GDF2,ENSG00000263761
COG5,ENSG00000284369
RNY1P7,ENSG00000207474
RPL26P34,ENSG00000225404
ODAD2,ENSG00000169126
RNF17,ENSG00000132972
,ENSG00000288132
,ENSG00000288365
,ENSG00000288125
CYP11A1,ENSG00000288362
SPECC1L-ADORA2A,ENSG00000258555
ADORA2A,ENSG00000128271
,ENSG00000288150
,ENSG00000288179
LINC02255,ENSG00000288178
SEMA7A,ENSG00000288455
UPB1,ENSG00000100024
ARHGEF7,ENSG00000102606
C18orf32,ENSG00000177576
ZBTB46,ENSG00000130584
,ENSG00000284045
GPR22,ENSG00000283812
CHEK2P5,ENSG00000234541
ITGA8,ENSG00000077943
APCDD1,ENSG00000154856
DUS4L,ENSG00000284103
GDAP1L1,ENSG00000124194
SNRPD3,ENSG00000100028
MIR6881,ENSG00000288497
,ENSG00000288212
NAPG,ENSG00000134265
UBL7,ENSG00000288408
,ENSG00000286070
LINC00322,ENSG00000237864
SIK1,ENSG00000142178
OR4M2,ENSG00000288194
OR4N4,ENSG00000288501
FXYD6P1,ENSG00000270762
POTEB,ENSG00000288347
CICP9,ENSG00000228882
HNRNPRP1,ENSG00000223984
,ENSG00000235637
SLC39A12,ENSG00000148482
NIPA1,ENSG00000288478
LRRC75B,ENSG00000178026
CYFIP1,ENSG00000288461
RPS19P3,ENSG00000240463
RAB42P1,ENSG00000230997
HSF2BP,ENSG00000160207
ENSAP2,ENSG00000259032
UBA52P3,ENSG00000243023
CYB5AP5,ENSG00000257503
GOLGA6L1,ENSG00000288214
NAA30,ENSG00000139977
,ENSG00000278035
MYL9,ENSG00000101335
,ENSG00000284582
GOLGA8DP,ENSG00000288344
BCAP29,ENSG00000283852
,ENSG00000284201
CLEC14A,ENSG00000176435
,ENSG00000265728
,ENSG00000264503
MIX23P1,ENSG00000264311
,ENSG00000266470
Metazoa_SRP,ENSG00000273986
PMM2P1,ENSG00000265038
RPL31P1,ENSG00000214326
,ENSG00000288440
H2BC12L,ENSG00000234289
,ENSG00000260779
TGIF2,ENSG00000118707
CFAP47,ENSG00000165164
MIR6070,ENSG00000278433
,ENSG00000264843
,ENSG00000237604
MIR6788,ENSG00000274838
,ENSG00000275799
,ENSG00000263952
,ENSG00000288517
